label,head_x,head_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
True,253.44207793483423,100.22769610291495,188.97022931151233,141.16844804987096,303.73971256963307,134.9645502368929,191.7294316599863,195.9294843521054,304.2063135985283,197.60204454993513,156.3223778362927,242.62582097851714,334.3094701750991,248.7664191604237,224.90456978610607,284.59072776723883,251.7896061105776,301.8420037821967,208.21099183903792,385.07884403109165,285.85489750417327,408.6440482132166,194.31719077104765,509.0837049425356,291.96299401286734,509.44064246511215
False,198.15020142041027,69.54277289139954,197.58900964948327,152.56055347223983,300.85549625006007,197.91314532396723,159.26726993780838,192.80231727651233,289.8530090070104,251.98761755612347,102.90623875367916,184.5167876753915,383.8922755249517,204.67604671140145,164.6229188818913,314.54608617472763,263.76344149018286,351.5209483541469,123.92366292131099,385.68899498890204,352.7906200563858,420.94136865942835,126.20897717661852,513.2631806971297,285.68683948225555,557.0018634016583
True,257.9829309164545,85.51269923285925,184.84836410168322,138.727171979856,308.11366443999594,132.8358994356869,181.8550799206629,208.95516558746118,308.64218613926204,184.1838667442044,161.49248214391923,233.79938324105382,343.22750356187584,230.14379093305828,244.14717149653012,315.1040793845664,274.96307826937266,295.6141016042015,214.159971812092,390.55803193878336,276.88336670028787,404.3673709563496,178.84813284189215,508.8464889007551,299.3644642305113,502.05545599824353
False,258.405750765713,10.071610941766565,180.3307078645106,166.9926040340388,322.050547400125,156.2842139489543,215.94864316522236,245.23603576792092,374.6740769963229,121.770390625997,160.48706563725614,298.92530062407644,457.1871536563648,255.37704403109612,242.5681813953204,408.12444026583444,262.21970344191266,337.3039484439778,144.0164016108974,459.5985835488025,232.11733671274106,354.45349408124304,219.40890774694583,478.10011849019367,287.10135841927905,504.0410135183453
True,250.10572704505242,90.12096473132007,194.04069254532536,167.51527727189804,299.0061014048035,147.67753237100953,193.0292200729942,197.28622113639997,324.291274450576,211.49440859088227,145.24485347342485,264.7237326635853,341.1040625493808,252.47007951884058,225.32848806405244,281.9477142741087,266.97756856535534,289.3147403438514,211.1596921634588,400.1214277443271,296.34165044959934,387.1156219854682,199.41864592366812,520.0960424368972,296.8867227005114,502.77294855108795
False,295.44764715057676,-27.981963882319704,182.6060358726968,130.91364301787934,330.8010185102612,158.3483907420125,156.99096980976867,95.71028164727062,304.6511175607316,163.80833420946155,186.89824986155568,247.36591340765202,238.23723337009733,330.13677838329886,206.04769701079874,321.98865082424373,296.25909041042803,304.8225686211686,172.85625213831761,439.4083636666699,247.89215651683645,371.0737794253411,145.6153536275169,462.7348558749127,347.55166166514385,493.2804201339978
True,253.2383168877594,73.28071066311725,217.22197038456474,146.13428676161422,298.2721959697885,124.57095844744224,173.2086000997989,202.0574314822278,311.41406683799346,200.22138997150876,159.4414742822656,234.89683565082495,340.6433932629955,256.92213633168853,229.31898255410115,299.237909980649,279.8519637979172,312.1496801093577,206.06844967114836,403.5331658224606,283.7224539939333,399.93851972646996,197.8197356610971,490.159069895722,283.4998721264844,504.51997484887625
False,235.6811017323595,64.15775154277696,167.96416052588665,135.31572024414592,294.95577056059113,246.3846205549761,292.94243249728066,274.73187102609717,307.4093371239598,243.46592708193924,101.840102302938,318.6286936672547,256.80491979202725,224.1096833269964,193.9306881978771,319.89480426484783,229.54956036698002,331.2483171567535,244.18092149184494,445.75091123206784,299.72053065460125,397.3811485967493,211.65045755116174,562.5139467492947,306.67807770460905,472.2410712488157
True,249.14291815853824,65.88604445923355,212.54380148995406,156.09782318100403,295.94573213184276,135.60355226769053,172.1036424314353,215.56871967089495,316.15422672945596,198.42678727402347,160.4398965114955,265.06741106030273,329.058929410515,256.80707057586216,230.98922762408134,308.81755169852227,282.69784321924635,309.7853122137327,206.22653435708872,388.3039591814185,279.25496993555083,423.6636404518937,185.3849967842162,505.28101842459137,281.6528433850593,493.59301721347373
False,289.8735498600501,109.2802855215124,195.47965997596364,102.46888409432356,352.318957470532,131.24216581056547,162.77983300479008,174.16554304143887,319.56892661559897,237.5650376922321,150.31129484046537,131.77485375491466,351.6412068555741,190.54100714078137,317.63201677211435,321.7922955786896,219.4134599213541,419.13253783326996,286.5247518963674,383.67540457795894,203.46814457617128,428.85466068445317,184.80075713514537,578.1525173805098,274.62690175177323,463.9982653400694
True,230.6828462384579,75.02552941801753,204.48674197983686,152.83400550532758,315.55310882655453,148.76897629782772,195.58483691204825,212.7833706954859,325.07420480860065,182.24937145109345,173.29410489029948,254.4047331330078,338.3781861855641,241.70297273674427,219.45941762542495,288.69671894729163,283.7669090624659,306.23579938852413,198.54164227622118,393.0249590010078,283.94754115514115,388.27613133799366,193.6196373218423,499.44776503217463,304.4672352015914,505.77697064510227
False,267.794902741417,30.03950255389828,141.48464024556114,88.62260869692963,251.02784100229906,210.82072441685625,127.70464515457462,215.5932585393138,329.17067708862567,140.96628633735168,248.27643368042703,133.04558595831747,357.3517053376792,257.6272035162546,241.62044568126123,250.11057466761986,301.72862147179575,276.14514985379,125.64966396286343,524.012023076087,230.04376889528936,508.6247426076857,206.48669482745316,497.90928730761954,296.18077506235994,556.0819229256529
True,256.8337862158271,68.03653279804254,208.46651648315873,168.5454793771997,305.9347817477239,158.30798806552392,187.37851112944185,199.05634787441898,328.7045484085301,195.13799657460575,169.24675985393918,245.10874817893512,333.2728524494883,237.2136891848487,213.61450267514323,309.7350947987712,293.591668242526,292.49778547038267,216.11067783224004,415.7192078637597,278.53913224833644,385.055560995253,193.5161542629506,491.41626548450995,301.08346100942697,517.5727954758579
False,302.26098644655747,153.39610941303704,190.0844691689243,220.29256396486684,189.49292930549453,212.6887648718458,196.2710693414805,273.1087543587292,357.14247461022916,313.38035946978937,103.39646257588484,353.5327511438684,336.7028612209011,265.41081898425017,281.74129747200294,287.9097278411034,388.89911167886885,254.82583348707905,191.9373643525489,392.54028521160944,317.25974915872746,411.3904944153473,152.95189217908117,542.1613298353902,274.1443314725439,526.1724729593637
True,246.0136492257622,87.0852151001575,188.6588342415837,140.92680601101213,300.0693633719283,146.1319876018845,176.8598721935462,198.27096665227256,321.5283539861736,204.79411299680348,153.9309748771681,249.77878822608454,354.84113729147043,244.17885898886695,217.94564866931256,290.6571635512139,274.502298505859,301.6282062645665,212.2993987061561,416.8245670867602,274.12169862289943,411.0389379817437,192.85467010441425,493.9446385806529,315.16696640281174,499.39313361213016
False,210.27797638241384,103.62146070664961,242.1312651820332,186.10103941480003,319.39487425466206,142.3343500134129,152.2913438347122,190.0356195378478,314.7986842362211,94.23399604256895,125.1614755728654,252.77736374133735,326.3938933627373,345.9738092332884,253.22175920229023,369.76643397368616,186.17847635521673,228.35791642252434,211.4009256671022,480.6635876798632,323.52271792721564,364.96002413637984,227.64627437910175,572.2457895000362,381.2789507933198,599.7107235834958
True,247.1147516495817,86.34025134438511,203.35757529534817,152.9477226842111,292.95011585837005,154.06785315215643,177.6379486048153,195.31626964170786,310.5146749711546,191.8838398146026,160.9790714369529,244.7526692767438,326.7363250306167,247.91285709110224,225.04583071081154,318.56644336011124,264.90178465877443,284.44917579362647,210.20722951137554,398.1576945263463,284.94470602475104,376.98568548075104,190.62847067474252,497.31404465093607,294.06153412611354,482.7228914020272
False,313.86264656155276,102.67527932448121,153.75630466019115,121.34802829996761,296.9314654925459,162.28600415714908,165.2073597201177,184.58644174943117,318.6084888670372,135.47718882409004,176.17717319981713,235.75802965808919,407.49658855176835,300.08461267691564,235.4417500117002,338.6319567889267,352.6473135112311,300.6918840108351,108.9634446432249,390.19062300921286,226.11665742664607,333.1853002912564,278.18884462752754,623.0226914824169,355.17376453958315,591.6229722991961
True,241.79795523434393,73.70267117404637,203.97229111142644,162.93249533097816,295.156618860042,156.49755514049227,179.2052760672938,200.11225196000504,334.66424686217465,201.81259695675763,150.884267000745,251.79212272689037,335.29216160863166,247.19107136342978,211.51523886323434,294.3017587893601,268.14277606625313,291.9413519921482,229.7147262029634,417.187021175848,292.10998110262193,390.8303908150635,181.3088715086613,499.6423099604153,279.8242113418385,492.54623072194295
False,222.246749221295,62.587671608329956,146.10537547624233,73.46647245544483,252.7391861503131,149.24929629124395,195.25755040533278,250.83830730802154,380.7030466677997,148.63361764862884,251.23124826060732,324.7804875772098,264.61108520288315,219.27560977322642,184.86098311908836,327.24770803559926,254.24947943201036,270.060122492681,161.9495513461975,369.92552163736906,306.7067550852322,335.61662391483674,215.52319265455336,484.5311518720541,333.59988489543105,518.0613029185909
True,232.22560333684962,88.25428781811577,186.94978708179804,148.70753545498354,296.3281534290635,136.29465939848183,187.643336990267,212.67194210590148,309.96466270997325,189.1639521222314,167.0743597337496,239.4052865051984,333.4942952402548,246.51891261030596,217.91893858017175,301.3923736621594,272.9957617030868,296.7688317750146,184.8911100555474,395.86615557130864,289.9483123515557,420.1777331841124,197.22946088694835,493.6051438521215,308.99790233591494,485.7905593282947
False,323.9828703956828,124.85404038272247,193.74532623591477,145.4163247786961,301.5759982304632,119.51305176445828,316.60061414050676,199.3162781473118,365.77948800922786,180.5174972329357,168.28461963356577,317.7997501789306,269.49491220966866,221.9795399050595,229.71564918399338,387.23576173479694,300.1900319960753,401.0087914394516,225.59426405168162,436.8330652011024,278.5527163351645,498.17152314165423,254.19538307998386,474.38224652173767,348.2701682977897,518.158418709203
True,248.89039909022907,64.41821812092115,189.17168805388067,160.40483956126099,299.05178689176614,151.69903389813206,181.7514587082024,207.4171630363585,339.35764360532846,210.9508790242587,177.27432712060815,242.86706027599908,330.60553437997805,248.91664907206945,223.9912959028786,281.1056420849881,276.8388533399716,307.2924758538347,211.82478368650627,401.8890768001942,273.90240431433733,409.60883828563055,193.2566015928009,500.4721366433907,295.27636188924333,504.2936636477429
False,272.17147792157044,-10.236658033986245,179.59222878414243,153.56561571954165,240.25607352035837,212.65615078551235,229.7787631675454,250.85808377297167,332.2218219159914,240.2010821476902,156.1006563370676,271.6823131490832,338.2774471349638,259.7421889507291,198.63907117280306,345.3384127380416,250.88129326062395,291.5979364076185,325.29136450916224,376.6256034351396,260.33796299769574,375.93168237953773,275.1492986018046,492.9576955692073,294.88538328419645,480.608080098157
True,252.52828152078303,86.86559912552521,197.20075309341976,146.70403486793305,307.688372171497,145.28942360667875,175.78351155771415,211.58323523264414,313.63244954684313,184.23173112820487,175.3853908696937,251.14752168431795,319.168106848664,242.58044039067298,219.29531844404445,301.6580079575241,289.6275984895486,288.33494542810473,200.93380164880918,386.2875780373097,276.3525366924182,391.1201296103089,218.66600050054805,489.7713861324772,299.632223502571,498.4802908523898
False,207.9724439004473,160.98475169402408,326.1234460425381,98.43584426036907,295.2881797176654,81.26943038521503,209.12749790461848,236.06629583551617,431.81667813300226,324.44489502911557,218.9778550094831,189.66508600621376,353.02734558436725,312.39321920220027,267.000665876388,237.67504919855898,283.38173760699215,277.8325771408482,266.12941497013554,457.0724249241804,218.07420013887253,483.8913227497039,165.91041189888853,519.7513537402525,265.49654210728653,587.7970085567109
True,253.9676437351929,79.19387075214922,208.753347601115,142.6820238530376,306.0334156899153,153.6878582652405,178.8106176210645,207.42101470487674,328.4889635243073,205.71631426928238,152.6449207080553,263.482018210663,357.17322867204854,238.38379440434994,227.31304987336193,307.3704105918058,290.34879171371915,306.31896689850123,211.3673050640921,408.28387274227754,289.25224155259843,380.31275815518023,216.04158363245085,495.1029831420643,291.3111554509599,498.8028623893801
False,272.06410573492036,93.56655919418742,262.83069887157615,181.8938287393231,315.4821785130151,249.78539819949916,92.26831021229752,200.20170136642105,294.337027405221,149.00642880241224,186.47906746934157,248.97097479151373,296.0276508819046,239.25384613008146,237.1486127331632,272.5877431586167,301.4628076828735,320.13030437070034,237.1572371023238,353.63010079796385,214.8626857225213,310.4231493028282,210.62124296795974,552.2333866969293,232.58033182983277,490.1487072928417
True,269.49976660238883,65.0952011610754,203.2909891872281,153.95367136631074,297.1914982705098,154.54875778597486,191.20149601218762,208.1343613468122,320.68316260386035,198.81562440480948,155.79480412717274,249.81533510245163,346.6624120253288,242.84368270552406,223.5279406971586,298.90547447480924,271.33463739354096,314.47869336183703,205.54411155344624,402.8474338311444,285.6630258127663,399.123605340232,206.56944589637988,492.6508917892368,310.22776430659275,494.6825119881901
False,305.1131352519704,49.257077676189354,258.410065827644,128.42028037593167,238.25888497148406,94.24076484885715,109.36743955640074,163.3168489047111,321.0700027403657,206.91231932877145,164.51648944372232,203.02593995014922,289.2825561011621,226.1176130732973,213.8818650026255,227.84940683169836,315.2425446969346,278.2046953960325,239.2717266890299,387.6255555987268,329.86027529506305,399.65336370580184,224.12939100733934,425.1864521227915,274.1578842127252,490.27404112908016
True,257.77029938512806,59.24952348513865,204.96791148940747,136.77642839173168,313.0529154042486,150.22332211122742,161.57693745092791,202.58572375281895,314.461375938281,208.25751800977656,167.9981507916021,259.07493869689955,334.7735517592858,259.9194031989774,202.80854245013944,289.9024325660548,282.81227612827973,317.5065105513848,228.2194075826497,398.5528885978139,295.2180535926376,400.31148069567354,202.80449784607367,484.95805903339493,298.1837279206511,509.7620690292694
False,163.8667006761603,85.3108948604426,121.67789559318503,179.99251581475767,273.6692392752277,205.42007061585008,130.71533250530746,163.66388623374323,266.4926598523987,121.95406855452681,174.7388396300289,314.02271234253016,336.967565666574,246.8945365620636,271.839849709028,303.19872484337793,236.54966078558786,245.97263153784917,178.65270288986358,360.54105210178693,301.94680416232535,364.70682932023004,193.17433942430057,569.6097499046796,248.27019590088233,446.25681528556674
True,246.46358941137552,84.486997502202,178.13730064825765,147.9794069557784,294.9601856470873,150.58261241980838,181.4612223518096,193.75661932714252,313.5104523451804,200.9038938933148,161.98788252254747,253.82574684793636,358.74292407013536,251.0742235966257,217.73295661167458,296.0817218271493,270.49094068171456,303.6839728882058,211.0919459015157,401.2016985235144,274.21465561109414,402.1668702912345,210.94968216157284,506.11256016776014,308.3012830872541,486.28499138946114
False,243.98293509899148,34.39124540344521,129.97355131930354,206.08003058687055,282.3781931324115,133.29616719954365,159.49153339927884,240.36426356008775,353.3826358852377,129.2572955970262,204.25573745532714,315.20068013333105,298.8493942179632,266.6072943437406,256.4526750279673,265.9378334596017,331.3736791161123,303.73979639523947,177.6972126645602,345.58136353580136,302.60763251524014,417.32793996280805,212.74111394172118,464.75623114776437,308.1105841002188,559.4396409811143
True,252.41646065992975,66.77274121388025,193.18728038477366,170.51353086558976,317.13590850842576,150.6964760101008,177.61366385603557,184.89212425240416,301.34482897547946,190.4528738293761,176.93216985124866,246.33640365424364,323.999101618307,257.12936889235385,225.70468535249825,291.9393059770703,255.16446458786044,297.3184723521948,206.11532822782104,389.05819662456804,291.82011917321677,396.4367743499669,200.76467162815632,497.9721654357883,307.97304765195736,504.10987948047347
False,273.48136622705823,90.74454630560386,172.96676602845582,231.24932135516315,254.42596520077942,139.0272533213459,273.6019909135456,236.51376064244772,288.1819008875021,213.07510710712126,89.60951530168029,245.87279059402638,356.70591999610656,274.4904106876236,217.23424812550527,399.747460245503,328.58965079270877,269.88122292983604,282.8977057778093,354.066998811403,352.4972812886146,332.11401487687436,300.2172580408817,379.2009456967183,302.872214915844,460.6575129326463
True,233.8145038612666,83.64397568014711,211.62407090942168,149.9612127975608,312.85408217354654,158.4713482218701,194.95432521061497,193.9360782383157,322.952765977448,201.10356902402435,147.4553874170778,264.8599422908768,330.8612514375628,248.80891160835688,212.87208633386018,300.5241129715392,279.29950801554264,304.36994546676897,203.79090459254118,409.90382632062574,281.07727633225494,406.8016097917572,199.79945618437193,496.87781621541114,302.51287186709095,503.63277813576076
False,263.8710500031149,1.2755856541639616,166.94970980004365,127.5729691997111,249.49229358369072,149.3735211690177,146.00157212901325,271.7390749001625,319.68363154077923,105.9249060889102,116.02168886386123,266.72736096136134,323.7526893919892,238.86915136263366,245.48153983939181,361.3578480223136,335.3690596007086,263.0834922601926,236.53902023062156,396.6383078676996,266.7381121106702,415.20039423674865,163.28391491930364,547.4198217347347,300.02907782439047,556.0276317247254
True,259.9112134785487,66.47824267861331,214.13081553438397,148.2887575624168,285.9666116549136,139.01465755768214,167.39719598276224,209.29547522547534,331.17911923425504,192.09373247060856,170.0347300953766,240.8328371981501,326.39082174937545,242.68876098137375,213.03422603732585,315.81591432610884,270.5999839185104,311.4600234458171,212.5840994246067,391.01857981513945,286.6225528963642,378.9772295658753,199.39013390260166,491.14720825197315,325.99791873883873,496.66017757174615
False,322.96556785386787,147.99180589083835,239.38246237424426,197.46163167567443,370.85162865310525,234.26447453544225,225.50472994680715,190.59608803231893,318.51154483235666,167.65675776049864,181.49330059885136,289.8503114212836,371.2841532469441,276.99784220666896,243.60647819354344,272.8956546126816,258.68030391295673,333.9020386670512,111.46977781889652,440.73453610732076,223.19127815561825,390.16812190117207,92.4443270338572,526.7012397212679,243.65940231994963,529.5395581400601
True,253.39488677962095,74.55629591264731,191.97137243852796,120.62066850685316,288.66628011212464,158.8145603945881,179.76558689026598,203.6459881125497,323.4611771726762,196.04881177596377,162.65156275840906,241.5688837017208,331.8046962760442,247.56933550270446,233.92139875987814,295.23080295928224,280.4044317046567,320.78946921449943,200.61799582174524,395.74219411253296,273.76151852619705,396.2803352224674,184.59100062230812,497.7657070449103,319.8836746858525,504.8324401819263
False,300.76988128666414,43.60626378575532,217.37458905792448,159.45328693795275,330.45821808633826,239.41668189675482,136.81359706571095,174.5587845566237,313.94137563716305,260.32920181027816,164.9419162791957,304.6030368464859,347.5160542880954,294.57334530685006,251.06240080746835,353.0059599166751,291.97566053638235,357.03205166494104,224.60666614527494,425.35832954286207,327.7397124277575,370.49770315387116,222.90349137624094,458.24026608639826,220.15575231375666,451.4403125580591
True,240.80384867254912,92.53018001163497,198.90347123612514,145.47363179575973,295.11980370540294,149.16251378459145,165.63151616177245,199.38711683480807,325.6097660605456,213.20979076799915,169.27608934144985,258.26718973914296,373.92623079279156,241.43169104598715,220.99373368807414,305.27921242947355,288.6824930149749,302.2076719598197,198.21778452828096,399.24813090848966,298.65836008260897,388.30159748072225,213.44370643397875,501.7256461188196,302.4435714391756,502.1221456603891
False,245.07198309867584,32.456993272157064,186.24920415863141,160.70261022227143,324.9531670607569,176.47066183019354,180.75870767319725,233.6833816104325,396.7705950334198,186.75983197545898,93.8659071290911,275.41282996566684,322.2640788324846,231.8088355001821,270.8965809895528,353.5023729708335,226.6116191724464,383.2993412862697,143.26566523933946,460.6844630115633,331.94568029951387,384.07756994482685,127.04459555448653,574.4206246125628,357.4377956815654,493.7516773952829
True,246.80569016435754,75.39227129182524,192.1504645314191,145.4654908621786,300.8661198976947,146.9185177018894,188.02964813726263,205.70224289801374,306.0237377782019,213.09376252096644,168.10618145331105,243.68355185069655,348.458717398369,242.85603339146013,207.58873802925888,318.86682262865304,281.31163180014477,308.95499764875626,213.8026949128389,385.86374445180246,298.03660849643285,393.867677424601,200.26091305951766,507.1504219270294,295.8279069996054,496.4853992412987
False,204.65314241832337,177.07610904107594,251.52750339066216,231.94398411743947,313.03133937346,192.74151797120393,180.78189209844362,191.39926216347752,295.0824188308689,214.71301959408763,139.05440465750593,117.48196010795743,350.5381221068424,305.24358998799147,282.8464430433643,342.99394599686883,301.1603368904134,336.100347604804,220.56469348931626,511.1046286635735,256.7556096621247,427.67408180531896,206.93777045686033,534.6944353614793,312.11034331186255,513.5288576287135
True,255.28124053754073,65.63835826787766,216.5541847872195,135.277999131073,283.7205013781842,136.33941675947293,178.77442904709494,199.74968009170092,320.3132778070344,187.4605306851681,161.41875668614128,235.68447390378103,338.5169405502812,244.10364212736704,235.67954593800204,293.570808809686,294.2942270429887,282.05161742052724,199.0104151091854,401.2846476608933,275.6494917981087,399.8616413863575,206.7844029866103,480.4393621895782,298.7851811419128,523.6800939897066
False,221.93597194696773,94.32269764265165,242.00254760346394,205.1704837454986,330.51304487575976,188.76511177922555,37.947745546604665,162.6877398357538,392.14849273867725,173.17957562823858,63.23618163347807,271.26403623525243,438.41524082032976,150.84391910070062,192.5374811085932,279.83188400172565,331.68793409843033,346.2918825949395,270.39046004958,402.8861244229598,214.2654887931576,314.7102792878307,271.1809174779604,486.1160671093377,273.0932123462276,462.7447463973805
True,269.39312638833286,86.86012238831277,197.09311221845763,147.86953757831054,303.6966280929654,155.8671621692863,162.18219952473004,203.354204307415,323.3612355483586,215.73387698645143,154.17751642840605,240.91427852660115,338.4923729351887,261.22753321769727,241.70175754885432,287.34397495129537,274.97752927739083,311.9603732495981,224.95590373656228,389.1937457661258,300.7972817495305,413.67802539170873,184.033298746466,523.2307944371754,290.4397186992153,513.9269092545602
